ITEM,DATE,UNITS,PRICE
PL MINI TWIST PRETZELS 15 OZ (1111009477),1/14/2009,158,1.38
PL MINI TWIST PRETZELS 15 OZ (1111009477),1/21/2009,140,1.38
PL MINI TWIST PRETZELS 15 OZ (1111009477),1/28/2009,153,1.38
PL MINI TWIST PRETZELS 15 OZ (1111009477),2/4/2009,183,1.38
PL MINI TWIST PRETZELS 15 OZ (1111009477),2/11/2009,138,1.48
PL MINI TWIST PRETZELS 15 OZ (1111009477),2/18/2009,146,1.49
PL MINI TWIST PRETZELS 15 OZ (1111009477),2/25/2009,156,1.49
PL MINI TWIST PRETZELS 15 OZ (1111009477),3/4/2009,159,1.48
PL MINI TWIST PRETZELS 15 OZ (1111009477),3/11/2009,148,1.47
PL MINI TWIST PRETZELS 15 OZ (1111009477),3/18/2009,186,1.49
PL MINI TWIST PRETZELS 15 OZ (1111009477),3/25/2009,157,1.49
PL MINI TWIST PRETZELS 15 OZ (1111009477),4/1/2009,171,1.46
PL MINI TWIST PRETZELS 15 OZ (1111009477),4/8/2009,134,1.49
PL MINI TWIST PRETZELS 15 OZ (1111009477),4/15/2009,100,1.49
PL MINI TWIST PRETZELS 15 OZ (1111009477),4/22/2009,142,1.49
PL MINI TWIST PRETZELS 15 OZ (1111009477),4/29/2009,122,1.48
PL MINI TWIST PRETZELS 15 OZ (1111009477),5/6/2009,132,1.48
PL MINI TWIST PRETZELS 15 OZ (1111009477),5/13/2009,138,1.48
PL MINI TWIST PRETZELS 15 OZ (1111009477),5/20/2009,128,1.49
PL MINI TWIST PRETZELS 15 OZ (1111009477),5/27/2009,127,1.49
PL MINI TWIST PRETZELS 15 OZ (1111009477),6/3/2009,151,1.49
PL MINI TWIST PRETZELS 15 OZ (1111009477),6/10/2009,129,1.49
PL MINI TWIST PRETZELS 15 OZ (1111009477),6/17/2009,99,1.67
PL MINI TWIST PRETZELS 15 OZ (1111009477),6/24/2009,80,1.67
PL MINI TWIST PRETZELS 15 OZ (1111009477),7/1/2009,84,1.68
PL MINI TWIST PRETZELS 15 OZ (1111009477),7/8/2009,112,1.68
PL MINI TWIST PRETZELS 15 OZ (1111009477),7/15/2009,124,1.23
PL MINI TWIST PRETZELS 15 OZ (1111009477),7/22/2009,106,1.24
PL MINI TWIST PRETZELS 15 OZ (1111009477),7/29/2009,112,1.22
PL MINI TWIST PRETZELS 15 OZ (1111009477),8/5/2009,128,1.24
PL MINI TWIST PRETZELS 15 OZ (1111009477),8/12/2009,139,1.49
PL MINI TWIST PRETZELS 15 OZ (1111009477),8/19/2009,130,1.5
PL MINI TWIST PRETZELS 15 OZ (1111009477),8/26/2009,144,1.48
PL MINI TWIST PRETZELS 15 OZ (1111009477),9/2/2009,148,1.5
PL MINI TWIST PRETZELS 15 OZ (1111009477),9/9/2009,174,1.49
PL MINI TWIST PRETZELS 15 OZ (1111009477),9/16/2009,161,1.48
PL MINI TWIST PRETZELS 15 OZ (1111009477),9/23/2009,155,1.47
PL MINI TWIST PRETZELS 15 OZ (1111009477),9/30/2009,156,1.46
PL MINI TWIST PRETZELS 15 OZ (1111009477),10/7/2009,206,1.47
PL MINI TWIST PRETZELS 15 OZ (1111009477),10/14/2009,168,1.46
PL MINI TWIST PRETZELS 15 OZ (1111009477),10/21/2009,204,1.47
PL MINI TWIST PRETZELS 15 OZ (1111009477),10/28/2009,175,1.48
PL MINI TWIST PRETZELS 15 OZ (1111009477),11/4/2009,173,1.48
PL MINI TWIST PRETZELS 15 OZ (1111009477),11/11/2009,160,1.47
PL MINI TWIST PRETZELS 15 OZ (1111009477),11/18/2009,149,1.48
PL MINI TWIST PRETZELS 15 OZ (1111009477),11/25/2009,152,1.47
PL MINI TWIST PRETZELS 15 OZ (1111009477),12/2/2009,154,1.45
PL MINI TWIST PRETZELS 15 OZ (1111009477),12/9/2009,194,1.24
PL MINI TWIST PRETZELS 15 OZ (1111009477),12/16/2009,237,1.24
PL MINI TWIST PRETZELS 15 OZ (1111009477),12/23/2009,286,1.24
PL MINI TWIST PRETZELS 15 OZ (1111009477),12/30/2009,208,1.24
PL MINI TWIST PRETZELS 15 OZ (1111009477),1/6/2010,160,1.25
PL MINI TWIST PRETZELS 15 OZ (1111009477),1/13/2010,281,1.25
PL MINI TWIST PRETZELS 15 OZ (1111009477),1/20/2010,209,1.24
PL MINI TWIST PRETZELS 15 OZ (1111009477),1/27/2010,223,1.25
PL MINI TWIST PRETZELS 15 OZ (1111009477),2/3/2010,156,1.25
PL MINI TWIST PRETZELS 15 OZ (1111009477),2/10/2010,175,1.49
PL MINI TWIST PRETZELS 15 OZ (1111009477),2/17/2010,139,1.49
PL MINI TWIST PRETZELS 15 OZ (1111009477),2/24/2010,144,1.49
PL MINI TWIST PRETZELS 15 OZ (1111009477),3/3/2010,157,1.48
PL MINI TWIST PRETZELS 15 OZ (1111009477),3/10/2010,156,1.44
PL MINI TWIST PRETZELS 15 OZ (1111009477),3/17/2010,81,1.43
PL MINI TWIST PRETZELS 15 OZ (1111009477),3/24/2010,155,1.46
PL MINI TWIST PRETZELS 15 OZ (1111009477),3/31/2010,154,1.46
PL MINI TWIST PRETZELS 15 OZ (1111009477),4/7/2010,129,1.45
PL MINI TWIST PRETZELS 15 OZ (1111009477),4/14/2010,183,1.48
PL MINI TWIST PRETZELS 15 OZ (1111009477),4/21/2010,153,1.48
PL MINI TWIST PRETZELS 15 OZ (1111009477),4/28/2010,153,1.48
PL MINI TWIST PRETZELS 15 OZ (1111009477),5/5/2010,223,1.47
PL MINI TWIST PRETZELS 15 OZ (1111009477),5/12/2010,242,1.46
PL MINI TWIST PRETZELS 15 OZ (1111009477),5/19/2010,159,1.49
PL MINI TWIST PRETZELS 15 OZ (1111009477),5/26/2010,221,1.48
PL MINI TWIST PRETZELS 15 OZ (1111009477),6/2/2010,253,1.5
PL MINI TWIST PRETZELS 15 OZ (1111009477),6/9/2010,226,1.49
PL MINI TWIST PRETZELS 15 OZ (1111009477),6/16/2010,167,1.49
PL MINI TWIST PRETZELS 15 OZ (1111009477),6/23/2010,152,1.49
PL MINI TWIST PRETZELS 15 OZ (1111009477),6/30/2010,165,1.49
PL MINI TWIST PRETZELS 15 OZ (1111009477),7/7/2010,231,1.49
PL MINI TWIST PRETZELS 15 OZ (1111009477),7/14/2010,181,1.49
PL MINI TWIST PRETZELS 15 OZ (1111009477),7/21/2010,149,1.48
PL MINI TWIST PRETZELS 15 OZ (1111009477),7/28/2010,182,1.49
PL MINI TWIST PRETZELS 15 OZ (1111009477),8/4/2010,183,1.49
PL MINI TWIST PRETZELS 15 OZ (1111009477),8/11/2010,177,1.49
PL MINI TWIST PRETZELS 15 OZ (1111009477),8/18/2010,168,1.48
PL MINI TWIST PRETZELS 15 OZ (1111009477),8/25/2010,242,1.47
PL MINI TWIST PRETZELS 15 OZ (1111009477),9/1/2010,152,1.46
PL MINI TWIST PRETZELS 15 OZ (1111009477),9/8/2010,173,1.47
PL MINI TWIST PRETZELS 15 OZ (1111009477),9/15/2010,141,1.46
PL MINI TWIST PRETZELS 15 OZ (1111009477),9/22/2010,162,1.48
PL MINI TWIST PRETZELS 15 OZ (1111009477),9/29/2010,164,1.48
PL MINI TWIST PRETZELS 15 OZ (1111009477),10/6/2010,129,1.48
PL MINI TWIST PRETZELS 15 OZ (1111009477),10/13/2010,134,1.48
PL MINI TWIST PRETZELS 15 OZ (1111009477),10/20/2010,142,1.49
PL MINI TWIST PRETZELS 15 OZ (1111009477),10/27/2010,167,1.47
PL MINI TWIST PRETZELS 15 OZ (1111009477),11/3/2010,142,1.48
PL MINI TWIST PRETZELS 15 OZ (1111009477),11/10/2010,139,1.48
PL MINI TWIST PRETZELS 15 OZ (1111009477),11/17/2010,136,1.48
PL MINI TWIST PRETZELS 15 OZ (1111009477),11/24/2010,133,1.49
PL MINI TWIST PRETZELS 15 OZ (1111009477),12/1/2010,130,1.53
PL MINI TWIST PRETZELS 15 OZ (1111009477),12/8/2010,160,1.52
PL MINI TWIST PRETZELS 15 OZ (1111009477),12/15/2010,186,1.51
PL MINI TWIST PRETZELS 15 OZ (1111009477),12/22/2010,221,1.5
PL MINI TWIST PRETZELS 15 OZ (1111009477),12/29/2010,186,1.53
PL MINI TWIST PRETZELS 15 OZ (1111009477),1/5/2011,145,1.49
PL MINI TWIST PRETZELS 15 OZ (1111009477),1/12/2011,122,1.54
PL MINI TWIST PRETZELS 15 OZ (1111009477),1/19/2011,155,1.47
PL MINI TWIST PRETZELS 15 OZ (1111009477),1/26/2011,181,1.48
PL MINI TWIST PRETZELS 15 OZ (1111009477),2/2/2011,206,1.51
PL MINI TWIST PRETZELS 15 OZ (1111009477),2/9/2011,251,1.49
PL MINI TWIST PRETZELS 15 OZ (1111009477),2/16/2011,221,1.5
PL MINI TWIST PRETZELS 15 OZ (1111009477),2/23/2011,170,1.51
PL MINI TWIST PRETZELS 15 OZ (1111009477),3/2/2011,65,1.51
PL MINI TWIST PRETZELS 15 OZ (1111009477),3/9/2011,201,1.51
PL MINI TWIST PRETZELS 15 OZ (1111009477),3/16/2011,212,1.52
PL MINI TWIST PRETZELS 15 OZ (1111009477),3/23/2011,186,1.53
PL MINI TWIST PRETZELS 15 OZ (1111009477),3/30/2011,175,1.54
PL MINI TWIST PRETZELS 15 OZ (1111009477),4/6/2011,170,1.53
PL MINI TWIST PRETZELS 15 OZ (1111009477),4/13/2011,166,1.55
PL MINI TWIST PRETZELS 15 OZ (1111009477),4/20/2011,182,1.54
PL MINI TWIST PRETZELS 15 OZ (1111009477),4/27/2011,172,1.54
PL MINI TWIST PRETZELS 15 OZ (1111009477),5/4/2011,173,1.54
PL MINI TWIST PRETZELS 15 OZ (1111009477),5/11/2011,182,1.53
PL MINI TWIST PRETZELS 15 OZ (1111009477),5/18/2011,180,1.54
PL MINI TWIST PRETZELS 15 OZ (1111009477),5/25/2011,190,1.54
PL MINI TWIST PRETZELS 15 OZ (1111009477),6/1/2011,271,1.54
PL MINI TWIST PRETZELS 15 OZ (1111009477),6/8/2011,263,1.51
PL MINI TWIST PRETZELS 15 OZ (1111009477),6/15/2011,181,1.54
PL MINI TWIST PRETZELS 15 OZ (1111009477),6/22/2011,177,1.53
PL MINI TWIST PRETZELS 15 OZ (1111009477),6/29/2011,204,1.54
PL MINI TWIST PRETZELS 15 OZ (1111009477),7/6/2011,210,1.54
PL MINI TWIST PRETZELS 15 OZ (1111009477),7/13/2011,213,1.54
PL MINI TWIST PRETZELS 15 OZ (1111009477),7/20/2011,279,1.54
PL MINI TWIST PRETZELS 15 OZ (1111009477),7/27/2011,145,1.54
PL MINI TWIST PRETZELS 15 OZ (1111009477),8/3/2011,192,1.53
PL MINI TWIST PRETZELS 15 OZ (1111009477),8/10/2011,226,1.54
PL MINI TWIST PRETZELS 15 OZ (1111009477),8/17/2011,178,1.54
PL MINI TWIST PRETZELS 15 OZ (1111009477),8/24/2011,192,1.58
PL MINI TWIST PRETZELS 15 OZ (1111009477),8/31/2011,188,1.58
PL MINI TWIST PRETZELS 15 OZ (1111009477),9/7/2011,172,1.54
PL MINI TWIST PRETZELS 15 OZ (1111009477),9/14/2011,269,1.54
PL MINI TWIST PRETZELS 15 OZ (1111009477),9/21/2011,223,1.54
PL MINI TWIST PRETZELS 15 OZ (1111009477),9/28/2011,211,1.54
PL MINI TWIST PRETZELS 15 OZ (1111009477),10/5/2011,235,1.53
PL MINI TWIST PRETZELS 15 OZ (1111009477),10/12/2011,178,1.54
PL MINI TWIST PRETZELS 15 OZ (1111009477),10/19/2011,209,1.62
PL MINI TWIST PRETZELS 15 OZ (1111009477),10/26/2011,203,1.61
PL MINI TWIST PRETZELS 15 OZ (1111009477),11/2/2011,220,1.62
PL MINI TWIST PRETZELS 15 OZ (1111009477),11/9/2011,232,1.61
PL MINI TWIST PRETZELS 15 OZ (1111009477),11/16/2011,190,1.61
PL MINI TWIST PRETZELS 15 OZ (1111009477),11/23/2011,207,1.62
PL MINI TWIST PRETZELS 15 OZ (1111009477),11/30/2011,175,1.62
PL MINI TWIST PRETZELS 15 OZ (1111009477),12/7/2011,203,1.62
PL MINI TWIST PRETZELS 15 OZ (1111009477),12/14/2011,205,1.62
PL MINI TWIST PRETZELS 15 OZ (1111009477),12/21/2011,308,1.62
PL MINI TWIST PRETZELS 15 OZ (1111009477),12/28/2011,304,1.62
PL MINI TWIST PRETZELS 15 OZ (1111009477),1/4/2012,215,1.61
PL PRETZEL STICKS 15 OZ (1111009497),1/14/2009,179,1.38
PL PRETZEL STICKS 15 OZ (1111009497),1/21/2009,193,1.38
PL PRETZEL STICKS 15 OZ (1111009497),1/28/2009,183,1.38
PL PRETZEL STICKS 15 OZ (1111009497),2/4/2009,175,1.38
PL PRETZEL STICKS 15 OZ (1111009497),2/11/2009,174,1.49
PL PRETZEL STICKS 15 OZ (1111009497),2/18/2009,179,1.48
PL PRETZEL STICKS 15 OZ (1111009497),2/25/2009,208,1.49
PL PRETZEL STICKS 15 OZ (1111009497),3/4/2009,191,1.49
PL PRETZEL STICKS 15 OZ (1111009497),3/11/2009,163,1.46
PL PRETZEL STICKS 15 OZ (1111009497),3/18/2009,183,1.49
PL PRETZEL STICKS 15 OZ (1111009497),3/25/2009,215,1.48
PL PRETZEL STICKS 15 OZ (1111009497),4/1/2009,243,1.49
PL PRETZEL STICKS 15 OZ (1111009497),4/8/2009,205,1.49
PL PRETZEL STICKS 15 OZ (1111009497),4/15/2009,114,1.48
PL PRETZEL STICKS 15 OZ (1111009497),4/22/2009,160,1.49
PL PRETZEL STICKS 15 OZ (1111009497),4/29/2009,133,1.48
PL PRETZEL STICKS 15 OZ (1111009497),5/6/2009,132,1.49
PL PRETZEL STICKS 15 OZ (1111009497),5/13/2009,144,1.49
PL PRETZEL STICKS 15 OZ (1111009497),5/20/2009,149,1.48
PL PRETZEL STICKS 15 OZ (1111009497),5/27/2009,155,1.49
PL PRETZEL STICKS 15 OZ (1111009497),6/3/2009,167,1.49
PL PRETZEL STICKS 15 OZ (1111009497),6/10/2009,151,1.49
PL PRETZEL STICKS 15 OZ (1111009497),6/17/2009,126,1.67
PL PRETZEL STICKS 15 OZ (1111009497),6/24/2009,114,1.67
PL PRETZEL STICKS 15 OZ (1111009497),7/1/2009,106,1.67
PL PRETZEL STICKS 15 OZ (1111009497),7/8/2009,156,1.68
PL PRETZEL STICKS 15 OZ (1111009497),7/15/2009,157,1.24
PL PRETZEL STICKS 15 OZ (1111009497),7/22/2009,163,1.24
PL PRETZEL STICKS 15 OZ (1111009497),7/29/2009,120,1.24
PL PRETZEL STICKS 15 OZ (1111009497),8/5/2009,134,1.24
PL PRETZEL STICKS 15 OZ (1111009497),8/12/2009,148,1.49
PL PRETZEL STICKS 15 OZ (1111009497),8/19/2009,166,1.48
PL PRETZEL STICKS 15 OZ (1111009497),8/26/2009,187,1.49
PL PRETZEL STICKS 15 OZ (1111009497),9/2/2009,196,1.49
PL PRETZEL STICKS 15 OZ (1111009497),9/9/2009,193,1.49
PL PRETZEL STICKS 15 OZ (1111009497),9/16/2009,190,1.49
PL PRETZEL STICKS 15 OZ (1111009497),9/23/2009,186,1.46
PL PRETZEL STICKS 15 OZ (1111009497),9/30/2009,184,1.44
PL PRETZEL STICKS 15 OZ (1111009497),10/7/2009,190,1.45
PL PRETZEL STICKS 15 OZ (1111009497),10/14/2009,169,1.47
PL PRETZEL STICKS 15 OZ (1111009497),10/21/2009,184,1.47
PL PRETZEL STICKS 15 OZ (1111009497),10/28/2009,166,1.47
PL PRETZEL STICKS 15 OZ (1111009497),11/4/2009,167,1.47
PL PRETZEL STICKS 15 OZ (1111009497),11/11/2009,137,1.48
PL PRETZEL STICKS 15 OZ (1111009497),11/18/2009,123,1.46
PL PRETZEL STICKS 15 OZ (1111009497),11/25/2009,156,1.48
PL PRETZEL STICKS 15 OZ (1111009497),12/2/2009,137,1.48
PL PRETZEL STICKS 15 OZ (1111009497),12/9/2009,183,1.24
PL PRETZEL STICKS 15 OZ (1111009497),12/16/2009,209,1.24
PL PRETZEL STICKS 15 OZ (1111009497),12/23/2009,299,1.24
PL PRETZEL STICKS 15 OZ (1111009497),12/30/2009,182,1.24
PL PRETZEL STICKS 15 OZ (1111009497),1/6/2010,153,1.24
PL PRETZEL STICKS 15 OZ (1111009497),1/13/2010,187,1.25
PL PRETZEL STICKS 15 OZ (1111009497),1/20/2010,110,1.25
PL PRETZEL STICKS 15 OZ (1111009497),1/27/2010,167,1.25
PL PRETZEL STICKS 15 OZ (1111009497),2/3/2010,141,1.25
PL PRETZEL STICKS 15 OZ (1111009497),2/10/2010,150,1.49
PL PRETZEL STICKS 15 OZ (1111009497),2/17/2010,134,1.49
PL PRETZEL STICKS 15 OZ (1111009497),2/24/2010,130,1.49
PL PRETZEL STICKS 15 OZ (1111009497),3/3/2010,130,1.48
PL PRETZEL STICKS 15 OZ (1111009497),3/10/2010,119,1.45
PL PRETZEL STICKS 15 OZ (1111009497),3/17/2010,52,1.47
PL PRETZEL STICKS 15 OZ (1111009497),3/24/2010,125,1.46
PL PRETZEL STICKS 15 OZ (1111009497),3/31/2010,97,1.47
PL PRETZEL STICKS 15 OZ (1111009497),4/7/2010,96,1.48
PL PRETZEL STICKS 15 OZ (1111009497),4/14/2010,131,1.48
PL PRETZEL STICKS 15 OZ (1111009497),4/21/2010,155,1.48
PL PRETZEL STICKS 15 OZ (1111009497),4/28/2010,120,1.48
PL PRETZEL STICKS 15 OZ (1111009497),5/5/2010,174,1.48
PL PRETZEL STICKS 15 OZ (1111009497),5/12/2010,186,1.48
PL PRETZEL STICKS 15 OZ (1111009497),5/19/2010,143,1.49
PL PRETZEL STICKS 15 OZ (1111009497),5/26/2010,134,1.47
PL PRETZEL STICKS 15 OZ (1111009497),6/2/2010,143,1.5
PL PRETZEL STICKS 15 OZ (1111009497),6/9/2010,176,1.49
PL PRETZEL STICKS 15 OZ (1111009497),6/16/2010,139,1.49
PL PRETZEL STICKS 15 OZ (1111009497),6/23/2010,131,1.49
PL PRETZEL STICKS 15 OZ (1111009497),6/30/2010,129,1.5
PL PRETZEL STICKS 15 OZ (1111009497),7/7/2010,136,1.49
PL PRETZEL STICKS 15 OZ (1111009497),7/14/2010,157,1.49
PL PRETZEL STICKS 15 OZ (1111009497),7/21/2010,126,1.5
PL PRETZEL STICKS 15 OZ (1111009497),7/28/2010,133,1.49
PL PRETZEL STICKS 15 OZ (1111009497),8/4/2010,154,1.48
PL PRETZEL STICKS 15 OZ (1111009497),8/11/2010,133,1.49
PL PRETZEL STICKS 15 OZ (1111009497),8/18/2010,130,1.49
PL PRETZEL STICKS 15 OZ (1111009497),8/25/2010,127,1.47
PL PRETZEL STICKS 15 OZ (1111009497),9/1/2010,145,1.48
PL PRETZEL STICKS 15 OZ (1111009497),9/8/2010,158,1.48
PL PRETZEL STICKS 15 OZ (1111009497),9/15/2010,127,1.47
PL PRETZEL STICKS 15 OZ (1111009497),9/22/2010,182,1.48
PL PRETZEL STICKS 15 OZ (1111009497),9/29/2010,118,1.49
PL PRETZEL STICKS 15 OZ (1111009497),10/6/2010,133,1.48
PL PRETZEL STICKS 15 OZ (1111009497),10/13/2010,139,1.48
PL PRETZEL STICKS 15 OZ (1111009497),10/20/2010,121,1.48
PL PRETZEL STICKS 15 OZ (1111009497),10/27/2010,137,1.47
PL PRETZEL STICKS 15 OZ (1111009497),11/3/2010,139,1.48
PL PRETZEL STICKS 15 OZ (1111009497),11/10/2010,120,1.47
PL PRETZEL STICKS 15 OZ (1111009497),11/17/2010,101,1.49
PL PRETZEL STICKS 15 OZ (1111009497),11/24/2010,144,1.49
PL PRETZEL STICKS 15 OZ (1111009497),12/1/2010,109,1.54
PL PRETZEL STICKS 15 OZ (1111009497),12/8/2010,147,1.53
PL PRETZEL STICKS 15 OZ (1111009497),12/15/2010,175,1.53
PL PRETZEL STICKS 15 OZ (1111009497),12/22/2010,175,1.51
PL PRETZEL STICKS 15 OZ (1111009497),12/29/2010,148,1.53
PL PRETZEL STICKS 15 OZ (1111009497),1/5/2011,120,1.51
PL PRETZEL STICKS 15 OZ (1111009497),1/12/2011,156,1.53
PL PRETZEL STICKS 15 OZ (1111009497),1/19/2011,171,1.52
PL PRETZEL STICKS 15 OZ (1111009497),1/26/2011,143,1.52
PL PRETZEL STICKS 15 OZ (1111009497),2/2/2011,124,1.51
PL PRETZEL STICKS 15 OZ (1111009497),2/9/2011,158,1.51
PL PRETZEL STICKS 15 OZ (1111009497),2/16/2011,186,1.52
PL PRETZEL STICKS 15 OZ (1111009497),2/23/2011,108,1.53
PL PRETZEL STICKS 15 OZ (1111009497),3/2/2011,29,1.52
PL PRETZEL STICKS 15 OZ (1111009497),3/9/2011,149,1.51
PL PRETZEL STICKS 15 OZ (1111009497),3/16/2011,147,1.53
PL PRETZEL STICKS 15 OZ (1111009497),3/23/2011,136,1.52
PL PRETZEL STICKS 15 OZ (1111009497),3/30/2011,117,1.53
PL PRETZEL STICKS 15 OZ (1111009497),4/6/2011,106,1.54
PL PRETZEL STICKS 15 OZ (1111009497),4/13/2011,128,1.54
PL PRETZEL STICKS 15 OZ (1111009497),4/20/2011,119,1.54
PL PRETZEL STICKS 15 OZ (1111009497),4/27/2011,108,1.54
PL PRETZEL STICKS 15 OZ (1111009497),5/4/2011,114,1.54
PL PRETZEL STICKS 15 OZ (1111009497),5/11/2011,111,1.53
PL PRETZEL STICKS 15 OZ (1111009497),5/18/2011,118,1.54
PL PRETZEL STICKS 15 OZ (1111009497),5/25/2011,117,1.54
PL PRETZEL STICKS 15 OZ (1111009497),6/1/2011,177,1.54
PL PRETZEL STICKS 15 OZ (1111009497),6/8/2011,177,1.55
PL PRETZEL STICKS 15 OZ (1111009497),6/15/2011,164,1.55
PL PRETZEL STICKS 15 OZ (1111009497),6/22/2011,136,1.53
PL PRETZEL STICKS 15 OZ (1111009497),6/29/2011,123,1.54
PL PRETZEL STICKS 15 OZ (1111009497),7/6/2011,124,1.53
PL PRETZEL STICKS 15 OZ (1111009497),7/13/2011,179,1.54
PL PRETZEL STICKS 15 OZ (1111009497),7/20/2011,106,1.55
PL PRETZEL STICKS 15 OZ (1111009497),7/27/2011,123,1.54
PL PRETZEL STICKS 15 OZ (1111009497),8/3/2011,120,1.54
PL PRETZEL STICKS 15 OZ (1111009497),8/10/2011,51,1.54
PL PRETZEL STICKS 15 OZ (1111009497),8/17/2011,162,1.54
PL PRETZEL STICKS 15 OZ (1111009497),8/24/2011,108,1.57
PL PRETZEL STICKS 15 OZ (1111009497),8/31/2011,154,1.58
PL PRETZEL STICKS 15 OZ (1111009497),9/7/2011,146,1.54
PL PRETZEL STICKS 15 OZ (1111009497),9/14/2011,167,1.53
PL PRETZEL STICKS 15 OZ (1111009497),9/21/2011,147,1.53
PL PRETZEL STICKS 15 OZ (1111009497),9/28/2011,130,1.54
PL PRETZEL STICKS 15 OZ (1111009497),10/5/2011,139,1.54
PL PRETZEL STICKS 15 OZ (1111009497),10/12/2011,147,1.54
PL PRETZEL STICKS 15 OZ (1111009497),10/19/2011,52,1.62
PL PRETZEL STICKS 15 OZ (1111009497),10/26/2011,133,1.62
PL PRETZEL STICKS 15 OZ (1111009497),11/2/2011,132,1.62
PL PRETZEL STICKS 15 OZ (1111009497),11/9/2011,119,1.62
PL PRETZEL STICKS 15 OZ (1111009497),11/16/2011,142,1.62
PL PRETZEL STICKS 15 OZ (1111009497),11/23/2011,168,1.62
PL PRETZEL STICKS 15 OZ (1111009497),11/30/2011,146,1.62
PL PRETZEL STICKS 15 OZ (1111009497),12/7/2011,136,1.62
PL PRETZEL STICKS 15 OZ (1111009497),12/14/2011,152,1.62
PL PRETZEL STICKS 15 OZ (1111009497),12/21/2011,167,1.63
PL PRETZEL STICKS 15 OZ (1111009497),12/28/2011,195,1.62
PL PRETZEL STICKS 15 OZ (1111009497),1/4/2012,135,1.62
PL TWIST PRETZELS 15 OZ (1111009507),1/14/2009,35,1.38
PL TWIST PRETZELS 15 OZ (1111009507),1/21/2009,33,1.39
PL TWIST PRETZELS 15 OZ (1111009507),1/28/2009,47,1.39
PL TWIST PRETZELS 15 OZ (1111009507),2/4/2009,47,1.38
PL TWIST PRETZELS 15 OZ (1111009507),2/11/2009,40,1.47
PL TWIST PRETZELS 15 OZ (1111009507),2/18/2009,40,1.49
PL TWIST PRETZELS 15 OZ (1111009507),2/25/2009,32,1.49
PL TWIST PRETZELS 15 OZ (1111009507),3/4/2009,47,1.48
PL TWIST PRETZELS 15 OZ (1111009507),3/11/2009,60,1.47
PL TWIST PRETZELS 15 OZ (1111009507),3/18/2009,32,1.46
PL TWIST PRETZELS 15 OZ (1111009507),3/25/2009,51,1.46
PL TWIST PRETZELS 15 OZ (1111009507),4/1/2009,42,1.49
PL TWIST PRETZELS 15 OZ (1111009507),4/8/2009,52,1.46
PL TWIST PRETZELS 15 OZ (1111009507),4/15/2009,35,1.47
PL TWIST PRETZELS 15 OZ (1111009507),4/22/2009,49,1.48
PL TWIST PRETZELS 15 OZ (1111009507),4/29/2009,55,1.48
PL TWIST PRETZELS 15 OZ (1111009507),5/6/2009,52,1.49
PL TWIST PRETZELS 15 OZ (1111009507),5/13/2009,63,1.5
PL TWIST PRETZELS 15 OZ (1111009507),5/20/2009,51,1.49
PL TWIST PRETZELS 15 OZ (1111009507),5/27/2009,79,1.48
PL TWIST PRETZELS 15 OZ (1111009507),6/3/2009,37,1.48
PL TWIST PRETZELS 15 OZ (1111009507),6/10/2009,72,1.49
PL TWIST PRETZELS 15 OZ (1111009507),6/17/2009,36,1.61
PL TWIST PRETZELS 15 OZ (1111009507),6/24/2009,31,1.67
PL TWIST PRETZELS 15 OZ (1111009507),7/1/2009,37,1.69
PL TWIST PRETZELS 15 OZ (1111009507),7/8/2009,45,1.68
PL TWIST PRETZELS 15 OZ (1111009507),7/15/2009,47,1.25
PL TWIST PRETZELS 15 OZ (1111009507),7/22/2009,51,1.25
PL TWIST PRETZELS 15 OZ (1111009507),7/29/2009,53,1.25
PL TWIST PRETZELS 15 OZ (1111009507),8/5/2009,49,1.25
PL TWIST PRETZELS 15 OZ (1111009507),8/12/2009,53,1.49
PL TWIST PRETZELS 15 OZ (1111009507),8/19/2009,59,1.49
PL TWIST PRETZELS 15 OZ (1111009507),8/26/2009,50,1.49
PL TWIST PRETZELS 15 OZ (1111009507),9/2/2009,84,1.49
PL TWIST PRETZELS 15 OZ (1111009507),9/9/2009,49,1.49
PL TWIST PRETZELS 15 OZ (1111009507),9/16/2009,44,1.49
PL TWIST PRETZELS 15 OZ (1111009507),9/23/2009,41,1.47
PL TWIST PRETZELS 15 OZ (1111009507),9/30/2009,59,1.44
PL TWIST PRETZELS 15 OZ (1111009507),10/7/2009,58,1.44
PL TWIST PRETZELS 15 OZ (1111009507),10/14/2009,55,1.48
PL TWIST PRETZELS 15 OZ (1111009507),10/21/2009,49,1.47
PL TWIST PRETZELS 15 OZ (1111009507),10/28/2009,54,1.49
PL TWIST PRETZELS 15 OZ (1111009507),11/4/2009,48,1.48
PL TWIST PRETZELS 15 OZ (1111009507),11/11/2009,27,1.48
PL TWIST PRETZELS 15 OZ (1111009507),11/18/2009,62,1.47
PL TWIST PRETZELS 15 OZ (1111009507),11/25/2009,57,1.46
PL TWIST PRETZELS 15 OZ (1111009507),12/2/2009,53,1.49
PL TWIST PRETZELS 15 OZ (1111009507),12/9/2009,77,1.24
PL TWIST PRETZELS 15 OZ (1111009507),12/16/2009,64,1.24
PL TWIST PRETZELS 15 OZ (1111009507),12/23/2009,98,1.24
PL TWIST PRETZELS 15 OZ (1111009507),12/30/2009,80,1.24
PL TWIST PRETZELS 15 OZ (1111009507),1/6/2010,63,1.24
PL TWIST PRETZELS 15 OZ (1111009507),1/13/2010,72,1.24
