ITEM,DATE,UNITS,PRICE
PL TWIST PRETZELS 15 OZ (1111009507),3/2/2011,1,1.55
PL TWIST PRETZELS 15 OZ (1111009507),3/9/2011,8,1.55
PL TWIST PRETZELS 15 OZ (1111009507),3/16/2011,13,1.55
PL TWIST PRETZELS 15 OZ (1111009507),3/23/2011,14,1.52
PL TWIST PRETZELS 15 OZ (1111009507),3/30/2011,9,1.53
PL TWIST PRETZELS 15 OZ (1111009507),4/6/2011,12,1.55
PL TWIST PRETZELS 15 OZ (1111009507),4/13/2011,8,1.55
PL TWIST PRETZELS 15 OZ (1111009507),4/20/2011,11,1.55
PL TWIST PRETZELS 15 OZ (1111009507),4/27/2011,10,1.4
PL TWIST PRETZELS 15 OZ (1111009507),5/4/2011,17,1.54
PL TWIST PRETZELS 15 OZ (1111009507),5/11/2011,12,1.53
PL TWIST PRETZELS 15 OZ (1111009507),5/18/2011,12,1.54
PL TWIST PRETZELS 15 OZ (1111009507),5/25/2011,15,1.55
PL TWIST PRETZELS 15 OZ (1111009507),6/1/2011,20,1.55
PL TWIST PRETZELS 15 OZ (1111009507),6/8/2011,24,1.55
PL TWIST PRETZELS 15 OZ (1111009507),6/15/2011,12,1.55
PL TWIST PRETZELS 15 OZ (1111009507),6/22/2011,10,1.53
PL TWIST PRETZELS 15 OZ (1111009507),6/29/2011,10,1.55
PL TWIST PRETZELS 15 OZ (1111009507),7/6/2011,8,1.55
PL TWIST PRETZELS 15 OZ (1111009507),7/13/2011,21,1.54
PL TWIST PRETZELS 15 OZ (1111009507),7/20/2011,12,1.55
PL TWIST PRETZELS 15 OZ (1111009507),7/27/2011,6,1.55
PL TWIST PRETZELS 15 OZ (1111009507),8/3/2011,8,1.55
PL TWIST PRETZELS 15 OZ (1111009507),8/10/2011,7,1.55
PL TWIST PRETZELS 15 OZ (1111009507),8/17/2011,12,1.55
PL TWIST PRETZELS 15 OZ (1111009507),8/24/2011,11,1.56
PL TWIST PRETZELS 15 OZ (1111009507),8/31/2011,10,1.56
PL TWIST PRETZELS 15 OZ (1111009507),9/7/2011,15,1.55
PL TWIST PRETZELS 15 OZ (1111009507),9/14/2011,20,1.55
PL TWIST PRETZELS 15 OZ (1111009507),9/21/2011,7,1.55
PL TWIST PRETZELS 15 OZ (1111009507),9/28/2011,6,1.52
PL TWIST PRETZELS 15 OZ (1111009507),10/5/2011,7,1.55
PL TWIST PRETZELS 15 OZ (1111009507),10/12/2011,9,1.53
PL TWIST PRETZELS 15 OZ (1111009507),10/19/2011,10,1.63
PL TWIST PRETZELS 15 OZ (1111009507),10/26/2011,13,1.62
PL TWIST PRETZELS 15 OZ (1111009507),11/2/2011,10,1.62
PL TWIST PRETZELS 15 OZ (1111009507),11/9/2011,10,1.63
